Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,Year,BasePolicy,FraudFound
7,3,1,6,1,6,8,4,1,2,19,0,1,0,0,9317,11,1,0,3,2,3,4,4,0,0,0,0,3,0,1,1,0
8,0,2,13,1,6,9,1,0,2,24,0,0,0,4,9318,10,1,3,3,2,1,5,5,0,0,0,0,3,0,1,0,0
0,1,0,2,1,1,1,1,1,2,34,1,2,1,2,9319,2,1,0,3,2,1,5,6,0,0,0,3,3,0,1,2,0
0,0,6,17,1,5,1,0,1,1,16,0,0,0,0,9320,15,1,3,3,2,3,4,4,0,0,0,3,3,0,1,0,0
6,3,2,6,1,5,6,0,1,2,29,1,1,0,5,9321,4,1,1,3,2,3,4,5,0,0,0,1,3,0,1,1,0
5,0,6,6,1,5,2,4,0,2,14,1,4,1,5,9322,1,1,0,4,2,3,4,4,0,0,0,3,3,0,1,1,0
1,4,5,6,1,1,12,0,1,1,17,0,1,0,0,9323,13,1,3,3,2,1,4,4,0,0,0,3,3,0,1,1,0
1,3,2,17,1,2,2,4,0,2,14,0,2,1,0,9324,12,1,1,3,2,2,4,4,0,0,0,3,2,1,1,2,0
5,4,3,13,0,6,2,0,0,2,17,0,0,0,0,9325,7,1,2,3,2,0,4,4,0,0,0,1,3,0,1,0,0
4,2,1,17,1,6,5,2,1,1,28,1,0,0,1,9326,12,1,2,3,2,1,5,5,0,0,0,3,3,0,1,0,0
9,4,4,9,1,5,10,4,1,2,12,0,2,1,1,9327,9,1,2,3,2,1,4,4,0,0,0,1,3,0,1,2,0
9,2,1,18,1,1,10,3,1,1,29,0,2,1,2,9328,12,1,2,3,2,2,5,5,0,0,0,3,3,0,1,2,0
11,2,1,9,1,5,11,2,1,1,44,0,2,1,0,9329,8,1,0,3,2,1,6,7,0,0,0,2,3,0,1,2,0
5,3,3,13,0,6,2,0,0,1,17,0,1,0,0,9330,8,1,3,3,2,3,4,4,0,0,0,3,3,0,1,1,0
4,2,1,13,1,2,5,2,1,2,16,1,1,0,1,9331,9,1,1,3,2,1,4,4,0,0,0,2,3,0,1,1,0
6,4,6,13,1,5,7,4,1,2,14,0,0,0,0,9332,14,1,2,3,2,0,4,4,0,0,0,1,3,0,1,0,0
6,2,3,9,1,5,7,3,1,1,29,0,1,0,0,9333,15,2,2,3,2,3,5,5,0,0,0,2,1,0,1,1,0
6,2,2,17,1,6,7,3,1,2,20,0,1,0,0,9334,1,1,1,3,2,3,5,4,0,0,0,0,3,0,1,1,0
6,0,2,2,1,1,7,1,1,1,27,0,1,0,3,9335,4,1,2,3,2,1,5,5,0,0,0,2,3,0,1,1,0
8,2,4,13,1,5,9,3,1,1,13,0,2,1,0,9336,3,1,0,3,2,1,5,4,0,0,0,0,3,0,1,2,0
8,1,0,13,0,1,9,1,1,1,32,0,2,1,1,9337,15,1,2,3,2,1,5,6,0,0,0,2,3,0,1,2,0
8,1,6,6,1,7,9,1,1,2,9,0,2,1,0,9338,1,1,2,3,2,1,1,3,0,0,0,2,3,0,1,2,0
7,2,6,2,1,2,10,3,1,2,27,0,2,1,1,9339,3,1,1,3,2,2,6,5,0,0,0,2,3,0,1,2,0
7,2,4,13,1,5,8,2,0,1,17,1,0,0,0,9340,2,1,3,3,2,3,4,4,0,0,0,1,3,0,1,0,0
7,1,1,13,1,5,8,2,1,1,28,0,2,1,1,9341,14,1,3,3,2,1,6,5,0,0,0,2,3,0,1,2,0
7,1,3,17,0,7,8,2,1,1,40,0,0,0,4,9342,6,1,3,3,2,0,6,6,0,0,0,3,3,0,1,0,0
3,4,5,18,1,1,8,2,1,1,33,0,2,1,3,9343,2,1,0,3,2,2,5,6,0,0,0,2,3,0,1,2,0
1,2,5,13,1,2,2,3,1,2,16,0,1,0,4,9344,10,1,2,3,2,3,5,4,0,0,0,0,3,0,1,1,0
5,1,1,6,1,2,6,1,1,1,17,1,0,0,0,9345,5,1,3,3,2,3,4,4,0,0,0,0,2,1,1,0,0
6,4,4,2,1,7,6,0,0,2,6,0,0,0,5,9346,15,1,2,3,2,3,3,3,0,0,0,0,3,0,1,0,0
6,1,4,9,1,5,2,0,0,1,32,0,0,0,0,9347,4,1,2,3,2,1,5,6,0,0,0,3,3,0,1,0,0
8,1,5,6,1,7,9,1,1,1,17,0,2,1,0,9348,8,1,3,3,2,1,3,4,0,0,0,3,3,2,1,2,0
4,2,1,6,1,7,5,2,1,2,15,1,4,1,5,9349,15,1,2,3,2,1,5,4,0,0,0,3,3,0,1,1,0
4,2,5,13,1,6,5,2,1,1,11,0,0,0,4,9350,1,1,1,3,2,3,5,4,0,0,0,3,3,0,1,0,1
4,2,5,2,1,7,5,2,1,1,31,0,7,2,5,9351,12,1,2,3,2,2,5,6,0,0,0,2,3,0,1,1,1
0,1,5,17,1,1,1,3,1,1,47,0,0,0,5,9352,6,1,1,3,2,1,6,7,0,0,0,1,3,0,1,0,0
0,1,5,13,1,7,1,1,1,1,55,0,2,1,0,9353,4,1,0,3,2,0,6,8,0,0,0,3,3,0,1,2,0
0,1,1,13,0,6,1,1,1,1,33,0,2,1,0,9354,2,1,0,3,2,1,6,6,0,0,0,3,3,0,1,2,0
7,2,6,13,1,5,8,2,0,2,18,1,2,1,0,9355,9,1,0,3,2,1,4,4,0,0,0,1,3,0,1,2,0
7,2,4,9,1,1,8,2,1,2,10,0,0,0,0,9356,7,1,0,3,2,3,2,3,0,0,0,3,3,0,1,0,0
3,3,0,9,1,5,8,0,1,1,34,0,1,0,0,9357,2,1,1,3,2,0,5,6,0,0,0,2,3,0,1,1,0
4,3,0,17,0,2,5,3,1,1,14,0,2,1,1,9358,11,1,2,3,2,2,5,4,0,0,0,2,3,0,1,2,0
4,3,0,6,1,2,5,3,1,2,19,0,2,1,5,9359,14,1,2,3,2,1,7,4,0,0,0,3,3,0,1,2,0
4,2,4,17,1,1,4,0,1,1,14,0,2,1,1,9360,9,1,2,3,2,1,4,4,0,0,0,3,3,0,1,2,0
1,1,6,13,1,5,2,2,1,2,19,0,1,0,1,9361,13,1,3,3,2,3,5,4,0,0,0,2,3,0,1,1,0
2,2,4,5,0,6,9,3,1,1,63,0,3,1,4,9362,12,3,3,3,2,1,6,8,0,0,0,0,3,0,1,0,0
8,0,6,13,1,5,9,0,1,1,30,0,1,0,0,9363,12,1,0,3,2,0,5,5,0,0,0,1,3,0,1,1,0
5,2,4,13,1,7,12,4,1,1,40,0,2,1,0,9364,14,1,1,3,2,2,6,6,0,0,0,3,3,0,1,2,0
9,1,5,13,1,7,10,3,0,2,28,0,1,0,0,9365,6,1,0,3,2,3,4,5,1,0,0,3,3,0,1,1,0
10,1,0,2,1,1,11,1,1,1,21,0,2,1,1,9366,2,1,1,3,2,0,5,5,0,0,0,1,2,1,1,2,0
0,1,4,9,1,2,1,3,1,1,24,1,1,0,0,9367,0,1,3,3,2,0,6,5,0,0,0,2,3,0,1,1,0
10,0,3,13,1,6,11,3,1,1,40,0,1,0,0,9368,4,1,2,3,2,1,6,6,0,0,0,0,3,0,1,1,0
5,2,5,17,1,6,6,3,1,1,56,0,0,0,4,9369,12,1,1,3,2,0,6,8,0,0,0,3,3,0,1,0,0
5,2,5,17,1,7,6,2,1,1,14,1,0,0,0,9370,6,1,3,3,2,1,5,4,0,0,0,3,3,0,1,0,0
9,3,5,17,1,7,10,3,1,2,17,0,1,0,0,9371,11,1,2,3,2,0,4,4,0,0,0,2,3,0,1,1,0
7,0,4,6,1,5,8,0,0,0,15,0,1,0,4,9372,11,1,0,3,2,3,4,4,0,0,0,3,3,0,1,1,0
0,3,5,6,1,5,9,1,1,1,6,1,1,0,0,9373,10,1,1,3,2,3,3,3,0,0,0,3,0,0,1,1,0
8,0,6,17,1,5,9,0,1,1,43,1,2,1,0,9374,10,1,1,3,2,1,5,7,0,0,0,1,3,0,1,2,0
6,3,0,17,0,5,7,4,1,1,36,0,2,1,0,9375,15,1,0,3,2,2,6,6,0,0,0,3,3,0,1,2,0
6,3,4,0,1,7,6,2,1,1,59,1,1,0,1,9376,14,1,2,2,2,3,6,8,0,0,0,3,3,0,1,1,0
5,3,1,6,1,1,2,1,1,1,12,0,2,1,0,9377,2,1,2,3,2,0,5,4,0,0,0,2,3,0,1,2,0
1,0,2,2,0,7,2,1,1,1,37,0,2,1,0,9378,1,1,1,3,2,3,5,6,0,0,0,0,3,0,1,2,0
1,1,5,2,1,6,2,1,1,2,19,0,0,0,1,9379,11,1,1,3,2,0,5,4,0,0,0,3,3,0,1,0,0
10,4,1,17,1,2,10,1,1,1,33,1,2,1,5,9380,5,1,3,3,2,0,6,6,0,0,0,2,3,0,1,2,0
9,1,5,9,1,6,10,2,1,1,60,0,0,0,1,9381,6,1,2,3,2,3,6,8,0,0,0,1,3,0,1,0,0
9,1,5,6,1,2,10,2,1,1,14,0,1,0,0,9382,4,1,1,3,2,1,3,4,0,0,0,3,3,0,1,1,0
9,1,4,13,1,5,10,1,1,2,16,0,1,0,0,9383,7,1,2,3,2,1,4,4,0,0,0,3,3,0,1,1,0
9,1,4,15,1,6,10,2,1,1,27,0,1,0,2,9384,1,2,3,3,2,1,6,5,0,0,0,2,1,0,1,1,0
9,2,3,0,1,6,10,3,1,1,12,0,1,0,2,9385,0,1,0,3,2,0,5,4,0,0,0,2,3,0,1,1,0
9,3,3,6,1,5,3,0,1,1,40,0,2,1,1,9386,8,1,1,3,2,1,6,6,0,0,0,2,3,0,1,2,0
2,2,1,17,1,2,5,3,1,2,9,0,0,0,0,9387,9,1,2,3,2,3,3,3,0,0,0,1,2,1,1,0,0
7,1,0,6,1,2,8,1,0,1,17,1,2,1,0,9388,6,1,0,3,2,1,4,4,0,0,0,1,3,0,1,2,0
0,2,5,9,1,1,1,3,1,2,15,1,4,1,5,9389,13,1,3,3,2,0,3,4,0,0,0,1,3,2,1,1,0
8,3,6,17,1,5,7,0,1,1,51,0,2,1,1,9390,14,1,3,3,2,2,6,8,0,0,0,0,3,0,1,2,0
5,3,4,6,1,5,6,3,0,2,10,0,1,0,4,9391,10,1,2,3,2,0,3,3,0,0,0,1,3,0,1,1,0
1,0,5,6,1,5,2,0,1,2,11,0,2,1,0,9392,3,1,0,3,2,1,3,4,0,0,0,3,3,0,1,2,0
1,0,4,13,1,2,2,1,1,1,40,1,1,0,5,9393,6,3,3,3,2,3,6,6,0,0,0,3,3,0,1,1,0
1,4,4,9,1,7,12,0,1,1,63,0,1,0,0,9394,0,1,0,3,2,2,6,8,0,0,0,0,3,0,1,1,0
10,0,5,13,1,2,11,1,0,1,7,0,1,0,0,9395,14,1,0,3,2,1,0,3,0,0,0,1,3,0,1,1,0
9,3,6,9,1,1,3,3,1,1,21,0,1,0,0,9396,13,1,1,3,2,1,6,5,0,0,0,3,3,0,1,1,0
2,2,5,2,1,7,3,2,1,1,44,0,1,0,0,9397,0,1,3,3,2,1,5,7,1,1,1,1,3,0,1,1,0
2,2,1,6,1,7,3,3,0,1,37,0,2,1,0,9398,0,1,3,3,2,1,5,6,0,0,0,3,3,0,1,2,0
9,3,1,6,1,1,3,0,1,1,32,0,2,1,0,9399,4,1,0,3,2,2,6,6,0,0,0,3,3,0,1,2,0
9,3,3,2,1,2,10,3,0,2,18,0,1,0,0,9400,2,1,0,3,2,2,4,4,0,0,0,1,3,0,1,1,0
9,3,1,13,1,7,10,4,0,1,13,0,0,0,4,9401,3,1,0,3,2,3,4,4,0,0,0,0,3,0,1,0,0
9,3,2,17,1,1,3,0,1,1,33,0,1,0,4,9402,6,1,0,4,0,3,5,6,0,0,0,1,3,0,1,1,0
9,3,0,6,1,7,10,4,1,2,18,1,1,0,0,9403,8,1,1,3,2,3,4,4,1,0,0,3,3,0,1,1,0
9,3,0,2,1,6,10,4,1,1,31,0,0,0,2,9404,8,1,2,3,2,3,6,6,0,0,0,2,3,0,1,0,0
10,2,1,6,1,2,11,2,1,1,25,0,1,0,0,9405,4,1,1,3,2,1,4,5,0,0,0,3,3,0,1,1,0
10,0,0,13,1,2,11,1,1,1,35,0,1,0,4,9406,10,1,0,3,2,3,6,6,0,0,0,3,3,0,1,1,0
1,3,5,13,1,7,12,1,1,2,20,0,2,1,1,9407,6,1,0,3,2,3,4,4,0,0,0,3,3,0,1,2,0
1,3,5,6,1,1,2,3,1,1,29,0,2,1,0,9408,8,1,3,3,2,3,6,5,0,0,0,3,2,1,1,2,0
1,2,4,3,1,1,2,2,1,2,9,1,1,0,1,9409,8,1,2,3,2,1,3,3,1,0,0,2,3,0,1,1,0
1,1,2,13,0,2,2,2,1,1,16,1,1,0,0,9410,12,1,2,3,2,1,5,4,0,0,0,2,3,0,1,1,0
1,1,5,6,1,6,2,1,1,1,34,1,0,0,0,9411,11,1,0,3,2,1,5,6,0,0,0,3,3,0,1,0,0
1,1,5,13,0,6,2,1,0,1,18,0,1,0,4,9412,15,1,1,3,2,3,5,4,0,0,0,3,3,0,1,1,0
1,1,6,3,1,1,2,1,1,1,45,1,1,0,1,9413,13,1,0,3,2,3,6,7,0,0,0,2,3,0,1,1,0
5,3,5,9,1,2,2,1,1,2,16,0,2,1,5,9414,15,1,3,3,2,1,4,4,0,0,0,0,3,0,1,2,0
5,3,4,13,1,7,2,0,1,2,15,0,2,1,0,9415,12,1,1,3,2,1,4,4,0,0,0,3,3,0,1,2,0
6,1,2,17,1,7,7,2,0,1,30,0,1,0,0,9416,9,1,3,3,2,0,4,5,0,0,0,2,3,0,1,1,0
7,3,5,2,1,6,8,4,1,1,35,0,2,1,1,9417,10,1,0,3,2,1,6,6,0,0,0,2,3,0,1,2,0
7,2,3,0,1,5,1,0,1,2,15,0,2,1,5,9418,8,1,0,3,2,2,5,4,0,0,0,0,3,0,1,2,0
7,2,3,13,1,6,1,0,1,1,42,0,0,0,1,9419,12,1,2,3,2,3,6,7,1,0,0,3,3,0,1,0,0
4,1,4,6,1,5,5,1,1,1,21,0,2,1,1,9420,3,1,0,3,2,0,5,5,0,0,0,3,3,0,1,2,0
2,1,0,17,1,1,3,1,1,1,37,0,2,1,0,9421,1,1,3,3,2,2,6,6,0,0,0,3,3,0,1,2,0
9,4,5,6,1,5,3,0,1,1,35,0,2,1,0,9422,2,1,1,3,2,3,5,6,0,0,1,1,3,0,1,2,0
9,4,6,17,1,5,3,0,1,1,10,0,0,0,4,9423,1,1,2,3,2,1,1,3,0,0,0,3,3,0,1,0,0
9,3,3,9,1,2,10,4,1,2,27,1,2,1,1,9424,10,3,2,3,2,3,5,5,0,0,0,1,3,0,1,2,0
9,3,6,17,1,7,10,4,1,2,15,0,2,1,0,9425,15,1,2,3,2,2,5,4,0,0,0,2,3,0,1,2,0
9,3,6,17,1,1,10,3,1,1,46,0,0,0,5,9426,2,1,2,3,2,1,6,7,1,0,0,2,3,0,1,0,0
9,3,1,17,1,7,10,3,0,2,14,0,2,1,1,9427,13,1,2,3,2,1,4,4,0,0,0,1,3,0,1,2,0
9,2,0,13,1,7,10,4,1,1,19,0,1,0,5,9428,5,1,0,3,2,2,4,4,1,0,0,2,3,0,1,1,0
9,1,3,17,1,1,10,3,1,2,15,0,2,1,0,9429,9,1,3,3,2,1,4,4,0,0,0,3,2,1,1,2,0
9,1,1,17,1,1,10,1,1,1,27,0,0,0,1,9430,1,1,3,3,2,2,5,5,0,0,0,2,3,2,1,0,0
9,1,1,17,1,2,10,4,1,1,30,0,1,0,5,9431,12,1,1,3,2,3,5,5,0,0,0,3,3,0,1,1,0
10,1,2,6,1,6,11,1,1,1,44,0,4,1,5,9432,1,1,1,3,2,3,5,7,0,0,0,3,3,0,1,1,0
4,2,0,17,1,6,5,3,1,1,12,0,1,0,0,9433,5,1,2,3,2,3,4,4,0,0,0,0,3,0,1,1,1
1,1,4,9,1,1,2,1,0,1,12,0,1,0,0,9434,7,1,1,3,2,1,4,4,0,0,0,1,3,0,1,1,0
1,1,1,17,1,7,2,1,1,2,7,1,2,1,0,9435,4,0,2,3,2,2,3,3,0,0,0,3,1,0,1,2,0
1,0,5,9,1,6,11,0,0,1,34,1,2,1,0,9436,12,1,2,3,2,0,5,6,0,0,0,3,3,0,1,2,0
5,3,5,5,1,6,6,3,1,2,27,0,2,1,0,9437,6,1,1,3,2,1,5,5,0,0,0,0,3,0,1,2,0
5,2,5,6,1,7,6,2,1,1,30,0,2,1,0,9438,9,1,3,3,2,2,5,5,0,0,0,3,3,0,1,2,0
4,2,0,6,1,1,5,2,1,1,57,0,0,0,4,9439,6,1,2,3,2,1,6,8,0,0,0,1,3,0,1,0,1
6,3,0,6,1,7,7,4,1,2,3,0,1,0,0,9440,0,1,2,3,2,1,1,2,0,0,0,0,3,0,1,1,0
6,3,0,17,1,6,6,1,1,1,17,1,2,1,0,9441,7,1,0,3,2,0,4,4,0,0,0,3,3,0,1,2,0
8,0,5,0,1,6,9,0,1,1,20,0,2,1,1,9442,11,1,0,3,2,1,5,4,0,0,0,1,3,0,1,2,0
7,0,4,6,1,5,8,0,1,1,20,0,2,1,0,9443,13,1,2,3,2,2,4,4,0,0,0,0,3,0,1,2,0
7,0,4,9,1,6,8,1,1,2,20,1,1,0,0,9444,15,1,0,3,2,1,5,4,0,0,0,1,3,0,1,1,0
1,3,6,2,0,7,11,3,1,1,16,0,1,0,0,9445,4,1,2,3,2,1,4,4,0,0,0,2,3,0,1,1,0
3,1,3,17,1,6,10,4,0,1,17,0,0,0,4,9446,13,1,0,3,2,3,5,4,0,0,0,3,3,0,1,0,0
2,4,6,17,1,7,3,4,1,2,20,0,1,0,0,9447,0,1,0,3,2,1,4,4,0,0,0,0,3,0,1,1,0
2,3,3,6,1,5,3,4,0,1,22,0,1,0,4,9448,14,1,0,3,2,0,5,5,0,0,0,0,3,0,1,1,0
4,3,1,13,1,5,5,3,1,1,50,0,2,1,1,9449,8,1,0,3,2,1,6,7,0,0,0,3,3,0,1,2,0
4,3,3,9,1,6,5,3,1,1,15,0,1,0,1,9450,9,1,3,3,2,1,5,4,0,0,0,3,2,1,1,1,0
1,0,2,17,1,5,2,1,1,2,29,0,1,0,4,9451,0,1,1,3,2,0,5,5,0,0,0,0,3,0,1,1,0
0,1,5,9,1,6,9,4,1,1,31,0,1,0,1,9452,0,1,0,3,2,0,5,6,0,0,0,3,3,0,1,1,0
1,3,3,13,1,5,11,1,1,1,43,0,0,0,4,9453,12,1,2,3,2,1,6,7,0,0,0,3,3,0,1,0,0
3,2,6,0,1,2,3,0,1,1,34,0,6,2,5,9454,9,1,3,3,2,2,5,6,0,0,0,3,3,0,1,0,0
8,1,3,6,1,2,9,1,1,2,0,0,1,0,5,9455,11,1,1,3,2,0,7,0,1,0,0,3,3,0,1,1,0
4,3,1,9,1,1,4,1,1,1,26,0,6,2,5,9456,10,1,0,4,2,3,5,5,0,0,0,3,3,0,1,0,0
3,3,6,6,1,4,8,1,1,1,14,0,0,0,0,9457,13,1,0,3,2,3,4,4,0,0,0,3,3,0,1,0,0
3,3,4,6,1,1,4,3,0,2,18,0,2,1,0,9458,13,1,1,3,2,1,3,4,0,0,0,2,3,0,1,2,0
0,0,1,0,0,6,1,0,1,1,40,1,2,1,5,9459,10,1,3,3,2,1,6,6,0,0,0,2,3,0,1,2,0
4,3,2,2,0,5,8,0,1,1,14,0,1,0,1,9460,14,1,0,3,2,0,5,4,0,0,0,3,3,0,1,1,1
5,0,0,6,1,6,6,0,1,2,0,0,2,1,5,9461,6,1,2,3,2,1,7,0,0,0,0,3,3,0,1,2,0
6,2,1,6,1,2,6,0,1,1,56,0,2,1,1,9462,11,1,2,3,2,1,6,8,0,0,0,3,3,0,1,2,0
1,4,5,13,1,6,12,1,1,1,32,1,0,0,0,9463,10,1,2,3,2,2,6,6,0,0,0,3,3,0,1,0,0
1,2,5,13,1,1,12,0,1,1,48,0,1,0,1,9464,11,1,2,3,2,3,6,7,0,0,0,3,0,0,1,1,0
10,0,5,6,1,6,11,0,1,2,12,1,0,0,0,9465,15,1,3,3,2,0,4,4,0,0,0,0,3,0,1,0,0
10,0,1,2,1,2,11,0,0,1,34,0,2,1,0,9466,4,1,1,3,2,0,6,6,0,0,0,1,3,0,1,2,0
11,3,3,13,1,7,12,4,1,1,24,0,1,0,0,9467,10,1,1,3,2,3,5,5,0,0,0,1,3,0,1,1,0
4,4,2,17,0,5,4,0,0,1,38,0,2,1,0,9468,11,1,3,3,2,3,5,6,0,0,0,3,3,0,1,2,0
10,3,3,13,1,7,11,3,1,2,8,0,1,0,1,9469,14,1,1,3,2,2,1,3,0,0,0,0,3,0,1,1,0
3,2,1,6,0,6,4,3,1,1,11,0,2,1,1,9470,0,1,0,3,2,1,4,4,0,0,0,3,3,0,1,2,0
0,0,4,2,1,2,1,1,1,2,31,0,6,2,5,9471,12,1,2,3,2,1,5,6,0,0,0,1,2,2,1,0,0
0,1,2,17,1,2,1,1,0,2,19,0,1,0,0,9472,8,1,2,3,2,1,3,4,0,0,0,2,3,0,1,1,0
0,0,3,17,1,2,1,0,1,0,43,0,2,1,1,9473,6,1,1,3,2,1,4,7,0,0,0,2,3,0,1,2,0
8,2,4,18,1,1,9,2,1,1,13,0,2,1,5,9474,9,1,3,3,2,0,5,4,0,0,0,2,3,0,1,2,0
8,2,3,13,1,7,9,2,1,1,37,0,1,0,0,9475,11,1,2,3,2,3,3,6,0,0,0,0,3,0,1,1,0
6,4,0,9,1,3,6,0,1,1,33,0,1,0,0,9476,3,1,3,3,2,3,5,6,0,0,0,2,3,0,1,1,0
6,3,5,6,1,2,6,0,0,1,28,0,1,0,0,9477,0,1,1,3,2,2,5,5,0,0,0,3,3,0,1,1,0
10,4,1,13,1,5,10,0,1,1,14,0,1,0,4,9478,12,1,0,3,2,3,5,4,0,0,0,2,3,0,1,1,0
2,0,3,17,1,2,3,0,1,1,44,0,1,0,4,9479,6,1,3,3,2,3,6,7,0,0,0,0,3,0,1,1,0
4,3,2,3,0,6,5,3,1,1,34,1,0,0,1,9480,8,1,2,3,2,2,6,6,0,0,0,3,3,0,1,0,0
9,4,6,13,1,1,3,0,1,1,27,1,1,0,0,9481,2,1,0,3,2,1,5,5,0,0,0,2,3,0,1,1,0
11,3,1,13,1,6,12,3,0,1,29,0,2,1,0,9482,3,1,2,3,2,3,5,5,0,0,0,3,3,0,1,2,0
4,3,2,2,1,6,5,3,0,1,34,0,1,0,0,9483,14,1,0,3,2,1,5,6,0,0,0,1,3,0,1,1,1
0,4,0,18,1,6,9,1,1,1,28,0,2,1,2,9484,14,1,0,3,2,2,6,5,0,0,0,3,3,0,1,2,0
0,3,2,2,1,7,1,3,1,1,11,0,0,0,2,9485,8,1,1,3,2,3,4,4,0,0,0,3,3,0,1,0,0
6,2,2,17,1,2,7,2,1,1,39,0,1,0,1,9486,6,3,3,3,2,2,5,6,0,0,0,1,1,0,1,1,0
6,2,6,9,0,5,7,2,1,2,12,1,0,0,0,9487,3,1,1,3,2,0,5,4,0,0,0,3,3,0,1,0,0
5,0,3,9,1,2,6,0,1,2,17,0,2,1,0,9488,10,1,3,3,2,1,3,4,0,0,0,0,3,0,1,2,0
5,0,2,13,0,6,6,0,0,1,28,1,2,1,1,9489,1,1,0,3,2,3,5,5,0,0,0,2,3,0,1,2,0
6,4,5,13,0,2,6,0,0,1,32,0,1,0,1,9490,6,1,3,3,2,1,6,6,0,0,0,2,3,0,1,1,0
6,3,1,2,1,7,7,4,1,1,17,0,2,1,1,9491,15,1,2,3,2,1,5,4,0,0,0,2,3,0,1,2,0
11,0,4,13,0,7,12,1,1,1,40,0,1,0,1,9492,2,1,3,3,2,3,6,6,0,0,0,2,2,1,1,1,0
11,3,1,6,1,5,12,4,1,2,38,1,2,1,0,9493,15,1,0,3,2,3,6,6,0,0,0,3,3,0,1,2,0
10,3,4,17,1,7,10,0,1,1,21,1,1,0,0,9494,3,1,3,3,2,0,3,5,0,0,0,2,3,0,1,1,0
10,2,6,17,1,5,11,2,1,2,40,0,0,0,0,9495,14,1,3,3,2,0,6,6,0,0,0,2,3,0,1,0,0
10,2,1,13,1,5,11,3,1,1,27,1,1,0,0,9496,0,1,2,3,2,3,5,5,0,0,0,1,3,0,1,1,0
2,1,4,9,1,7,3,2,1,2,13,0,1,0,0,9497,13,1,0,3,2,1,5,4,0,0,0,1,3,0,1,1,0
7,3,2,13,1,7,8,4,1,1,28,0,1,0,0,9498,9,1,3,3,2,0,5,5,0,0,0,2,3,0,1,1,0
7,3,2,9,1,6,1,0,1,1,33,1,4,1,5,9499,2,1,3,3,2,1,6,6,0,0,0,3,3,0,1,1,0
7,3,3,9,1,6,8,4,1,2,13,0,2,1,0,9500,5,1,1,3,2,1,3,4,0,0,0,0,3,0,1,2,0
0,3,6,13,1,5,9,0,1,1,38,0,2,1,0,9501,13,1,0,3,2,0,6,6,0,0,0,2,3,0,1,2,0
7,4,0,17,1,3,1,0,1,1,35,0,2,1,0,9502,8,1,2,3,2,1,6,6,0,0,0,2,3,0,1,2,0
6,1,0,5,1,1,7,1,1,1,33,1,0,0,1,9503,15,1,0,3,2,0,6,6,1,1,0,2,3,0,1,0,0
1,1,4,13,1,1,2,1,0,2,12,1,0,0,0,9504,2,1,0,3,2,0,5,4,0,0,0,0,3,0,1,0,0
5,4,0,13,1,7,2,0,0,1,23,0,1,0,0,9505,13,1,2,2,0,0,1,5,0,0,0,3,3,0,1,1,0
10,3,3,18,1,2,11,3,1,1,34,0,1,0,5,9506,12,1,1,3,2,3,4,6,0,0,0,3,3,0,1,1,0
2,3,0,13,1,1,3,4,1,1,42,1,0,0,0,9507,0,1,3,3,2,3,5,7,0,0,0,3,3,0,1,0,0
9,2,4,13,1,2,10,2,0,1,13,0,1,0,0,9508,15,1,2,3,2,0,4,4,0,0,0,3,3,0,1,1,0
4,3,3,17,1,2,5,4,1,1,23,0,2,1,1,9509,10,1,1,3,2,1,6,5,0,0,0,3,3,0,1,2,1
11,4,2,17,1,2,11,0,1,2,14,1,0,0,0,9510,5,1,0,3,2,0,3,4,0,0,0,0,3,0,1,0,0
11,2,1,9,1,6,12,2,1,2,17,0,2,1,0,9511,1,1,1,3,2,3,5,4,0,0,0,3,3,0,1,2,0
11,1,6,17,1,7,11,2,1,1,28,0,0,0,4,9512,5,1,1,3,2,0,5,5,0,0,0,2,3,2,1,0,0
5,2,4,13,1,6,2,1,1,1,11,0,1,0,0,9513,13,1,2,3,2,2,5,4,0,0,0,3,2,1,1,1,0
5,2,6,13,1,2,6,3,1,1,18,0,2,1,0,9514,8,1,0,3,2,1,5,4,0,0,0,0,3,0,1,2,0
4,3,3,13,1,6,4,1,1,1,44,1,0,0,0,9515,15,1,0,3,2,3,6,7,0,0,0,2,3,0,1,0,0
5,1,0,2,0,2,6,1,1,1,38,0,1,0,0,9516,14,1,3,3,2,0,6,6,0,0,0,1,3,0,1,1,0
7,4,0,15,1,5,1,0,1,2,19,0,0,0,1,9517,5,1,3,3,2,3,3,4,0,0,0,3,3,0,1,0,0
4,3,3,17,1,5,4,1,1,1,17,0,1,0,0,9518,2,1,1,3,2,0,4,4,0,0,0,0,3,0,1,1,1
2,0,1,17,1,2,3,0,1,1,18,0,2,1,0,9519,0,1,0,3,2,1,2,4,0,0,0,3,3,0,1,2,0
9,3,0,5,1,2,10,4,1,1,36,0,0,0,3,9520,0,1,1,3,2,0,6,6,0,0,0,1,3,0,1,0,0
9,3,4,9,1,1,3,0,1,1,31,0,2,1,1,9521,7,1,2,3,2,2,6,6,0,0,0,3,3,0,1,2,0
